price,rank,weeks_on_list,title,rank_last_week,description,author,list_name,list_name_encoded,bestsellers_date,published_date,publisher
0.00,10,7,THE SECRET KEEPERS,9,Finding a magic invisibility watch sets Reuben on the path of adventure.,Trenton Lee Stewart,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,2016-12-17,2017-01-01,"Megan Tingley/Little, Brown"
0.00,1,71,THE ONE AND ONLY IVAN,2,,Katherine Applegate.,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,HarperCollins
0.00,2,71,A LONG WALK TO WATER,3,,Linda Sue Park,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,3,20,INSIDE OUT AND BACK AGAIN,0,,Thanhha Lai,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,HarperCollins
0.00,4,67,ESCAPE FROM MR. LEMONCELLO’S LIBRARY,4,,Chris Grabenstein,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,Yearling
0.00,5,7,BROWN GIRL DREAMING,9,,Jacqueline Woodson,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,Puffin
0.00,6,23,SERAFINA AND THE BLACK CLOAK,1,,Robert Beatty,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,Disney-Hyperion
0.00,7,28,HOUSE OF ROBOTS,0,,James Patterson and Chris Grabenstein,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,"Little, Brown"
0.00,8,2,HIDDEN FIGURES,7,,Margot Lee Shetterly,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,HarperCollins
0.00,9,3,GREENGLASS HOUSE,0,,Kate Milford,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,Houghton Mifflin Harcourt Publishing Company
0.00,10,36,COUNTING BY 7s,0,,Holly Goldberg Sloan,Childrens Middle Grade Paperback,childrens-middle-grade-paperback,2016-12-17,2017-01-01,Puffin
0.00,1,5,"TAKE HEART, MY CHILD",1,"A lyrical address to a newborn, encouraging her to seize the day.",Ainsley Earhardt with Kathryn Cristaldi,Picture Books,picture-books,2016-12-17,2017-01-01,Aladdin
0.00,2,5,GIVE PLEASE A CHANCE,2,Gentle reminders of the power of the magic word.,Bill O'Reilly and James Patterson,Picture Books,picture-books,2016-12-17,2017-01-01,"Little, Brown"
0.00,3,70,THE NIGHT BEFORE CHRISTMAS,3,Not a creature was stirring.,Clement C Moore Various illustrators,Picture Books,picture-books,2016-12-17,2017-01-01,Various publishers
0.00,4,115,THE BOOK WITH NO PICTURES,5,Silly songs and sound effects in a book without images.,B.J. Novak,Picture Books,picture-books,2016-12-17,2017-01-01,Dial
0.00,5,148,DRAGONS LOVE TACOS,6,What to serve your dragon-guests.,Adam Rubin.,Picture Books,picture-books,2016-12-17,2017-01-01,Dial
0.00,6,15,"ADA TWIST, SCIENTIST",4,A girl emerges with a love of science.,Andrea Beaty,Picture Books,picture-books,2016-12-17,2017-01-01,Abrams
0.00,7,64,THE WONDERFUL THINGS YOU WILL BE,8,A celebration of future possibilities.,Emily Winfield Martin,Picture Books,picture-books,2016-12-17,2017-01-01,Random House
0.00,8,182,THE DAY THE CRAYONS QUIT,7,Colorful problems arise when Duncan’s crayons revolt.,Drew Daywalt.,Picture Books,picture-books,2016-12-17,2017-01-01,Philomel
0.00,9,16,WHAT DO YOU DO WITH AN IDEA?,10,Giving an idea room to grow.,Kobi Yamada.,Picture Books,picture-books,2016-12-17,2017-01-01,Compendium
0.00,10,80,"ROSIE REVERE, ENGINEER",0,A young inventor learns to fail better.,Andrea Beaty,Picture Books,picture-books,2016-12-17,2017-01-01,Abrams
0.00,1,404,HARRY POTTER,1,A wizard hones his conjuring skills in the service of fighting evil.,J.K. Rowling,Series Books,series-books,2016-12-17,2017-01-01,Scholastic
0.00,2,405,DIARY OF A WIMPY KID,2,The travails and challenges of adolescence.,and   Jeff Kinney,Series Books,series-books,2016-12-17,2017-01-01,Amulet
0.00,3,186,DORK DIARIES,3,Nikki Maxwell navigates the halls of middle school.,Rachel Renée Russell,Series Books,series-books,2016-12-17,2017-01-01,Simon & Schuster
0.00,4,24,RUSH REVERE,4,Time travel with exceptional Americans.,Rush Limbaugh with Kathryn Adams Limbaugh,Series Books,series-books,2016-12-17,2017-01-01,Simon & Schuster
0.00,5,65,MISS PEREGRINE’S PECULIAR CHILDREN,5,Time-traveling children try to save their beloved headmistress.,Ransom Riggs,Series Books,series-books,2016-12-17,2017-01-01,Quirk/Penguin
0.00,6,417,PERCY JACKSON & THE OLYMPIANS,6,A boy battles mythological monsters.,Rick Riordan,Series Books,series-books,2016-12-17,2017-01-01,Disney-Hyperion
0.00,7,189,THE MAZE RUNNER,9,Amnesiac teenagers endure a series of trials.,James Dashner,Series Books,series-books,2016-12-17,2017-01-01,Delacorte
0.00,8,287,MAGIC TREE HOUSE,10,These siblings can overcome space and time.,Mary Pope Osborne.,Series Books,series-books,2016-12-17,2017-01-01,Stepping Stone/Random House
0.00,9,29,MIDDLE SCHOOL,7,More adventures with Rafe.,James Patterson and others,Series Books,series-books,2016-12-17,2017-01-01,"Little, Brown"
0.00,10,5,PRINCESS IN BLACK,0,Magnolia summons her superhero secret identity when the kingdom needs her help.,Shannon Hale and Dean Hale.,Series Books,series-books,2016-12-17,2017-01-01,Candlewick
0.00,1,2,SALT TO THE SEA,0,,Ruta Sepetys,Young Adult E-Book,young-adult-e-book,2016-12-17,2017-01-01,Philomel
0.00,2,1,I WAS HERE,0,,Gayle Forman,Young Adult E-Book,young-adult-e-book,2016-12-17,2017-01-01,Viking
0.00,3,1,THE TRUTH ABOUT FOREVER,0,,Sarah Dessen,Young Adult E-Book,young-adult-e-book,2016-12-17,2017-01-01,Speak
0.00,4,19,RED QUEEN,0,,Victoria Aveyard,Young Adult E-Book,young-adult-e-book,2016-12-17,2017-01-01,HarperTeen
0.00,5,17,A COURT OF MIST AND FURY,4,,Sarah J. Maas,Young Adult E-Book,young-adult-e-book,2016-12-17,2017-01-01,Bloomsbury
0.00,1,5,COURAGE TO SOAR,1,The life of the gold-medal-studded Olympic gymnast.,Simone Biles with Michelle Burford,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Zondervan
0.00,2,7,THE SUN IS ALSO A STAR,4,"The story of a girl, a boy, budding love and the universe.",Nicola Yoon,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Delacorte
0.00,3,6,HEARTLESS,2,"Cath is a baker in love with a jester, before she becomes Wonderland's hectoring Queen of Hearts.",Marissa Meyer,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Feiwel & Friends
0.00,4,4,THE WAY THINGS WORK NOW,0,An updated edition looks at how physics intersects with the everyday.,David Macaulay with Neil Ardley,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,5,7,DAN AND PHIL GO OUTSIDE,3,Two photophobes venture into the wide world.,Dan Howell and Phil Lester,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Random House
0.00,6,34,LADY MIDNIGHT,7,Shadowhunters grapple with occult murders and first love.,Cassandra Clare,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Margaret K. McElderry
0.00,7,49,SIX OF CROWS,9,A criminal prodigy assembles a fractious team to pull off a life-changing heist.,Leigh Bardugo,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Holt
0.00,8,9,MOON CHOSEN,5,Rivals and allies struggle to define their place in a postapocalyptic world.,P C Cast,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,St. Martin's Griffin
0.00,9,3,SCYTHE,0,Teenagers become unwilling apprentices to the Grim Reapers in a world without death.,Neal Shusterman,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Simon & Schuster
0.00,10,31,THIS IS WHERE IT ENDS,8,An act of violence parsed from four perspectives.,Marieke Nijkamp,Young Adult Hardcover,young-adult-hardcover,2016-12-17,2017-01-01,Sourcebooks Fire
0.00,1,71,THE BOOK THIEF,1,,Markus Zusak,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Knopf
0.00,2,19,A MONSTER CALLS,4,,Patrick Ness,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Candlewick
0.00,3,12,FIVE NIGHTS AT FREDDY'S: THE SILVER EYES,2,,Scott Cawthon and Kira Breed-Wrisley,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Scholastic
0.00,4,20,THIRTEEN REASONS WHY,3,,Jay Asher,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Razorbill
0.00,5,6,LET IT SNOW,8,,"John Green, Maureen Johnson and Lauren Myracle",Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Speak
0.00,6,28,RED QUEEN,7,,Victoria Aveyard,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,HarperTeen
0.00,7,22,NERVE,0,,Jeanne Ryan,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Speak
0.00,8,14,THE CABIN,9,,Natasha Preston,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Sourcebooks Fire
0.00,9,65,LOOKING FOR ALASKA,5,,John Green,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Speak
0.00,10,9,ALL THE BRIGHT PLACES,6,,Jennifer Niven,Young Adult Paperback,young-adult-paperback,2016-12-17,2017-01-01,Ember
0.00,1,0,I COULD PEE ON THIS,0,"In this book of tongue-in-cheek poetry, cats get help explaining their behavior.",Francesco Marciuliano,Animals,animals,2016-12-17,2017-01-01,Chronicle
0.00,2,0,LET ME TELL YOU ABOUT JASPER ...,0,"Reflections on dogs — especially her Vizsla, Jasper — and politics, by the co-host of Fox News’s “The Five,” a former press secretary to President George W. Bush.",Dana Perino,Animals,animals,2016-12-17,2017-01-01,Twelve
0.00,3,0,H IS FOR HAWK,0,"A grief-stricken British woman decides to raise a goshawk, a fierce bird that is notoriously difficult to tame.",Helen Macdonald,Animals,animals,2016-12-17,2017-01-01,Grove/Atlantic
0.00,4,0,THE SOUL OF AN OCTOPUS,0,"The complex intelligence, emotional capacities, playfulness and spirit of the octopus, by a naturalist who counts several as friends.",Sy Montgomery,Animals,animals,2016-12-17,2017-01-01,Atria
0.00,5,0,THE EIGHTY-DOLLAR CHAMPION,0,"The story of Snowman the horse, the extraordinary jumper and national celebrity.",Elizabeth Letts,Animals,animals,2016-12-17,2017-01-01,Random House
0.00,6,0,THE GENIUS OF BIRDS,0,Research reveals that many birds rival primates and even humans in their complex forms of intelligence.,Jennifer Ackerman,Animals,animals,2016-12-17,2017-01-01,Penguin Press
0.00,7,0,THE LION IN THE LIVING ROOM,0,"The evolutionary science, natural history and biology of house cats.",Abigail Tucker,Animals,animals,2016-12-17,2017-01-01,Simon & Schuster
0.00,8,0,RESCUE ME,0,Dog adoption portraits and stories from New York City.,Richard Phibbs,Animals,animals,2016-12-17,2017-01-01,Aperture
0.00,9,0,A STREET CAT NAMED BOB,0,"A London busker befriends an injured cat, and the two become inseparable.",James Bowen,Animals,animals,2016-12-17,2017-01-01,Thomas Dunne/St. Martin's
0.00,10,0,REALLY IMPORTANT STUFF MY DOG HAS TAUGHT ME,0,"A photographic tribute to dogs in motion celebrates lessons of living in the present, such as play, sleep, and scratching where it itches.",Cynthia L Copeland,Animals,animals,2016-12-17,2017-01-01,Workman
0.00,1,0,THE MAGNOLIA STORY,0,,Chip Gaines and Joanna Gaines with Mark Dagostino,Business Books,business-books,2016-12-17,2017-01-01,W Publishing/Thomas Nelson
0.00,2,0,THE UNDOING PROJECT,0,,Michael Lewis,Business Books,business-books,2016-12-17,2017-01-01,Norton
0.00,3,0,TOOLS OF TITANS,0,,Tim Ferriss,Business Books,business-books,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,4,0,THANK YOU FOR BEING LATE,0,,Thomas L Friedman,Business Books,business-books,2016-12-17,2017-01-01,"Farrar, Straus & Giroux"
0.00,5,0,SHOE DOG,0,,Phil Knight,Business Books,business-books,2016-12-17,2017-01-01,Scribner
0.00,6,0,"THINKING, FAST AND SLOW",0,,Daniel Kahneman,Business Books,business-books,2016-12-17,2017-01-01,"Farrar, Straus & Giroux"
0.00,7,0,GRIT,0,,Angela Duckworth,Business Books,business-books,2016-12-17,2017-01-01,Scribner
0.00,8,0,OUTLIERS,0,,Malcolm Gladwell,Business Books,business-books,2016-12-17,2017-01-01,"Back Bay/Little, Brown"
0.00,9,0,DESIGNING YOUR LIFE,0,,Bill Burnett and Dave Evans,Business Books,business-books,2016-12-17,2017-01-01,Knopf
0.00,10,0,THE POWER OF HABIT,0,,Charles Duhigg,Business Books,business-books,2016-12-17,2017-01-01,Random House
0.00,1,0,THE MAGNOLIA STORY,0,The lives of the couple who star in the HGTV show “Fixer Upper.”,Chip Gaines and Joanna Gaines with Mark Dagostino,Celebrities,celebrities,2016-12-17,2017-01-01,W Publishing/Thomas Nelson
0.00,2,0,BORN TO RUN,0,The singer-songwriter’s autobiography.,Bruce Springsteen,Celebrities,celebrities,2016-12-17,2017-01-01,Simon & Schuster
0.00,3,0,SETTLE FOR MORE,0,The anchor of Fox News’s “The Kelly File” discusses the personal and professional challenges she has faced.,Megyn Kelly,Celebrities,celebrities,2016-12-17,2017-01-01,Harper/HarperCollins
0.00,4,0,TALKING AS FAST AS I CAN,0,Essays by the star of “Gilmore Girls” (both the original and the mini-series) and “Parenthood.”,Lauren Graham,Celebrities,celebrities,2016-12-17,2017-01-01,Random House
0.00,5,0,BORN A CRIME,0,"A memoir about growing up in South Africa by the comedian, now the host of “The Daily Show,” whose parents were in an illegal (under apartheid) interracial relationship.",Trevor Noah,Celebrities,celebrities,2016-12-17,2017-01-01,Spiegel & Grau
0.00,6,0,THE DAILY SHOW (THE BOOK),0,"An oral history of the show, based on extensive interviews with Jon Stewart and others.",Chris Smith,Celebrities,celebrities,2016-12-17,2017-01-01,Grand Central
0.00,7,0,THE GIRL WITH THE LOWER BACK TATTOO,0,"Humorous personal essays by the comedian, actor and writer.",Amy Schumer,Celebrities,celebrities,2016-12-17,2017-01-01,Gallery Books
0.00,8,0,SCRAPPY LITTLE NOBODY,0,Autobiographical essays by the young actress.,Anna Kendrick,Celebrities,celebrities,2016-12-17,2017-01-01,Touchstone
0.00,9,0,THE PRINCESS DIARIST,0,"Recollections of life on the set of the first Star Wars movie by the actress and writer, who died in December. Originally published in 2008.",Carrie Fisher,Celebrities,celebrities,2016-12-17,2017-01-01,Blue Rider Press
0.00,10,0,SUPERFICIAL,0,"The further adventures of the TV producer (""Watch What Happens: Live"" and the ""Real Housewives"" franchise) and personality.",Andy Cohen,Celebrities,celebrities,2016-12-17,2017-01-01,Holt
0.00,1,0,THE DEVIL IN THE WHITE CITY,0,A story of how an architect and a serial killer were linked by the Chicago World's Fair of 1893. Originally published in 2003.,Erik Larson,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,Vintage
0.00,2,0,JUST MERCY,0,A law professor and MacArthur grant recipient's memoir of his decades of work to free innocent people condemned to death. Originally published in 2014.,Bryan Stevenson,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,Spiegel & Grau
0.00,3,0,FILTHY RICH,0,The story of a South Florida financier convicted of soliciting sex from underage girls.,James Patterson and John Connolly with Tim Malloy,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,"Little, Brown"
0.00,4,0,MY OWN WORDS,0,A collection of articles and speeches by the Supreme Court justice.,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,Simon & Schuster
0.00,5,0,NOTORIOUS RBG,0,A celebration of the life and career of the Supreme Court justice Ruth Bader Ginsburg.,Irin Carmon and Shana Knizhnik,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,Dey Street/Morrow
0.00,6,0,THE MIDNIGHT ASSASSIN,0,"The hunt for America's first serial killer in Austin, Tex., in 1885.",Skip Hollandsworth,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,Holt
0.00,7,0,ADNAN'S STORY,0,"A friend of Adnan Syed, whose murder case was the focus of the popular podcast “Serial,” maintains his innocence.",Rabia Chaudry,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,St. Martin's
0.00,8,0,ORANGE IS THE NEW BLACK,0,A memoir about a year in a women’s prison; the basis for the Netflix series. Originally published in 2010.,Piper Kerman,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,Spiegel & Grau
0.00,9,0,RED NOTICE,0,A successful American hedge fund manager in Russia was expelled by kleptocrats who then seized his property.,Bill Browder,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,Simon & Schuster
0.00,10,0,SISTERS IN LAW,0,The contrasting careers of the Supreme Court justices Sandra Day O'Connor and Ruth Bader Ginsburg.,Linda Hirshman,Crime and Punishment,crime-and-punishment,2016-12-17,2017-01-01,Harper/HarperCollins
0.00,1,0,HAMILTON: THE REVOLUTION,0,"The libretto of the Grammy-, Tony- and Pulitzer Prize-winning musical, annotated by its creator, along with backstage photos,interviews and a production history.",Lin-Manuel Miranda and Jeremy McCarter,Culture,culture,2016-12-17,2017-01-01,Grand Central/Melcher Media
0.00,2,0,BORN A CRIME,0,"A memoir about growing up in South Africa by the comedian, now the host of “The Daily Show,” whose parents were in an illegal (under apartheid) interracial relationship.",Trevor Noah,Culture,culture,2016-12-17,2017-01-01,Spiegel & Grau
0.00,3,0,THE DAILY SHOW (THE BOOK),0,"An oral history of the show, based on extensive interviews with Jon Stewart and others.",Chris Smith,Culture,culture,2016-12-17,2017-01-01,Grand Central
0.00,4,0,THE CASE OF BEASTS,0,"Filmmaking secrets, photography and artwork from “Fantastic Beasts and Where to Find Them,” written by J. K. Rowling.",Mark Salisbury,Culture,culture,2016-12-17,2017-01-01,HarperDesign
0.00,5,0,HUMANS OF NEW YORK: STORIES,0,Photographs and interviews from the creator of the blog and the book “Humans of New York.”,Brandon Stanton,Culture,culture,2016-12-17,2017-01-01,St. Martin's
0.00,6,0,SAPIENS,0,How Homo sapiens became Earth’s dominant species.,Yuval Noah Harari,Culture,culture,2016-12-17,2017-01-01,Harper
0.00,7,0,HUMANS OF NEW YORK,0,"Four hundred color photos of New Yorkers, with brief commentary by the author.",Brandon Stanton,Culture,culture,2016-12-17,2017-01-01,St. Martin's
0.00,8,0,AT THE EXISTENTIALIST CAFE,0,"An account of the birth of one of the 20th century's major intellectual movements and the revolutionary thinkers who shaped it: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, and others.",Sarah Bakewell,Culture,culture,2016-12-17,2017-01-01,Other Press
0.00,9,0,SPQR,0,A concise history of ancient Rome.,Mary Beard,Culture,culture,2016-12-17,2017-01-01,Liveright
0.00,10,0,SPEAKING AMERICAN,0,"The creator of The New York Times dialect quiz provides a guide to how words are pronounced in different parts of the country. 
",Josh Katz,Culture,culture,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,1,0,"THINKING, FAST AND SLOW",0,A winner of the Nobel in economic science discusses how we make choices in business and personal lives and when we can and cannot trust our intuitions.,Daniel Kahneman,Education,education,2016-12-17,2017-01-01,"Farrar, Straus & Giroux"
0.00,2,0,GRIT,0,A psychologist says passion and perseverance are the keys to success.,Angela Duckworth,Education,education,2016-12-17,2017-01-01,Scribner
0.00,3,0,THING EXPLAINER,0,"Cells, elevators, smartphones, nuclear reactors and more are demystified with simply annotated blueprints. From the author of ""What If?""",Randall Munroe,Education,education,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,4,0,SPEAKING AMERICAN,0,The creator of the New York Times dialect quiz provides a guide to how words are pronounced in different parts of the country.,Josh Katz,Education,education,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,5,0,I AM MALALA,0,The experience of the young Pakistani advocate for women’s education who was shot by the Taliban and later won the Nobel Peace Prize. Originally published in 2013.,Malala Yousafzai with Christina Lamb,Education,education,2016-12-17,2017-01-01,"Little, Brown"
0.00,6,0,ON WRITING,0,A memoir that is a master class on the writer's craft.,Stephen King,Education,education,2016-12-17,2017-01-01,Scribner
0.00,7,0,WEAPONS OF MATH DESTRUCTION,0,How decisions that impact our lives are made by algorithms instead of people.,Cathy O'Neil,Education,education,2016-12-17,2017-01-01,Crown
0.00,8,0,BEST AMERICAN NONREQUIRED READING 2016,0,A wide-ranging anthology selected by high school students.,edited  Rachel Kushner,Education,education,2016-12-17,2017-01-01,Mariner/Houghton Mifflin Harcourt
0.00,9,0,HOW NOT TO BE WRONG,0,"A mathematician shows how his discipline helps us think about problems of politics, medicine and commerce.",Jordan Ellenberg,Education,education,2016-12-17,2017-01-01,Penguin
0.00,10,0,OTHER-WORDLY,0,"From the blog of the same name, 64 intriguing words from a dozen languages.",Yee-Lum Mak,Education,education,2016-12-17,2017-01-01,Chronicle
0.00,1,0,ROGUE HEROES,0,"The history of the SAS, Britain's secret special forces unit that sabotaged the Nazis and changed the nature of war.",Ben Macintyre,Espionage,espionage,2016-12-17,2017-01-01,Crown
0.00,2,0,THE SECRET HISTORY OF WORLD WAR II,0,"An illustrated account of the spies, code breakers and covert operations behind the battle lines.",Neil Kagan and Stephen G Hyslop,Espionage,espionage,2016-12-17,2017-01-01,National Geographic Society
0.00,3,0,GEORGE WASHINGTON'S SECRET SIX,0,"The story of the Culper spy ring, which aided the American cause during the Revolution.",Brian Kilmeade and Don Yaeger,Espionage,espionage,2016-12-17,2017-01-01,Sentinel
0.00,4,0,THE SECRET WAR,0,The increasing importance of intelligence during World War II.,Max Hastings,Espionage,espionage,2016-12-17,2017-01-01,Harper
0.00,5,0,SECRET SERVICE DOGS,0,The canine teams who protect the President of the United States.,Maria Goodavage,Espionage,espionage,2016-12-17,2017-01-01,Dutton
0.00,6,0,THE PIGEON TUNNEL,0,A memoir by the great spy novelist.,John le Carré,Espionage,espionage,2016-12-17,2017-01-01,Viking
0.00,7,0,RED NOTICE,0,A successful American hedge fund manager in Russia was expelled by kleptocrats who then seized his property.,Bill Browder,Espionage,espionage,2016-12-17,2017-01-01,Simon & Schuster
0.00,8,0,THE BILLION DOLLAR SPY,0,"A Pulitzer Prize-winning journalist's biography of Adolf Tolkachev, who spied for the United States inside the Soviet Union.",David E Hoffman,Espionage,espionage,2016-12-17,2017-01-01,Anchor
0.00,9,0,AVENUE OF SPIES,0,An American family's resistance in Nazi-occupied Paris.,Alex Kershaw,Espionage,espionage,2016-12-17,2017-01-01,Crown
0.00,10,0,THE SPY WHO COULDN'T SPELL,0,The FBI's hunt for a traitor whose espionage scheme employed complex coded messages that were all the more baffling to decipher due to his dyslexia.,Yudhijit Bhattacharjee,Espionage,espionage,2016-12-17,2017-01-01,NAL
0.00,1,0,ATLAS OBSCURA,0,"A dense (nearly 500 pages) richly documented ultimate explorer's guide to more than 700 hidden marvels, events and curiosities around the world.","Joshua Foer, Dylan Thuras and Ella Morton",Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Workman
0.00,2,0,DEAD WAKE,0,"The last voyage of the Lusitania, the passenger liner sunk by a German torpedo in 1915; by the author of “The Devil in the White City.”",Erik Larson,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Crown
0.00,3,0,SULLY,0,A memoir by the pilot who performed the successful emergency landing of a plane with 155 passengers on the Hudson River in 2009. The basis for the movie.,Chesley B Sullenberger III with Jeffrey Zaslow,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Morrow/HarperCollins
0.00,4,0,WILD,0,"A woman’s account of the life-changing 1,100-mile solo hike she took along the Pacific Crest Trail in 1995. A 2014 movie.",Cheryl Strayed,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Vintage
0.00,5,0,BARBARIAN DAYS,0,This Pulitzer Prize-winning surfing chronicle and memoir by a New Yorker writer celebrates a lifelong obsession.,William Finnegan,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Penguin Press
0.00,6,0,THE INVENTION OF NATURE,0,"The life of the visionary German explorer, scientist and naturalist, Alexander von Humboldt.",Andrea Wulf,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Vintage
0.00,7,0,THE WRIGHT BROTHERS,0,The story of the bicycle mechanics from Ohio who ushered in the age of flight.,David McCullough,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Simon & Schuster
0.00,8,0,IN THE HEART OF THE SEA,0,"The sinking of the New England whaleship Essex in 1820, by a sperm whale. The basis of the movie.",Nathaniel Philbrick,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Penguin
0.00,9,0,THE OREGON TRAIL,0,"The author and his brother travel 2,000 miles by mule and wagon from Missouri to Oregon.",Rinker Buck,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Simon & Schuster
0.00,10,0,PACIFIC,0,A biography of the Pacific Ocean.,Simon Winchester,Expeditions Disasters and Adventures,expeditions-disasters-and-adventures,2016-12-17,2017-01-01,Harper
0.00,1,0,GOOP CLEAN BEAUTY,0,"Healthy living and mindful consumption are the main ingredients in this compendium of tips and tactics, as curated by Gwyneth Paltrow.",the editors of Goop,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Grand Central Life & Style
0.00,2,0,PRIMATES OF PARK AVENUE,0,"A memoir of life among the wealthy women of the Upper East Side, in the satirical guise of an anthropological study.",Wednesday Martin,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Simon & Schuster
0.00,3,0,HOW TO TIE A SCARF,0,"Thirty-three ways to fold silk squares, homemade knits and assorted shapes and seasonal fabrics.",the staff of Potter Style,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Potter Style
0.00,4,0,JOHN DERIAN PICTURE BOOK,0,"A collection of images including decoupaged plates and general design gifts. 


",John Derian,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Artisan
0.00,5,0,A FIELD GUIDE TO REDHEADS,0,"An overview, with illustrations, of fictional and real-life redheads of many hues. 
",Elizabeth Graeber,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Workman
0.00,6,0,DOMINO,0,Understanding interior design and how to identify your own decorating style.,the editors of domino,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Simon & Schuster
0.00,7,0,UNMENTIONABLE,0,"An illustrated guide to sex, marriage and manners in the 19th century, with images from Victorian-era publications. 
",Therese Oneill,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,"Little, Brown"
0.00,8,0,PEACOCK AND VINE,0,"An homage to the lives, designs and lasting achievements of two revolutionary textile artists of the 19th century, Mariano Fortuny and William Morris.",A S Byatt,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Knopf
0.00,9,0,MIDCENTURY CHRISTMAS,0,A celebration of holiday fads from 1945 to 1970.,Sarah Archer,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Countryman Press
0.00,10,0,EMPIRE OF COTTON,0,A Harvard historian’s survey of the industrialization of cotton and its effects on the world’s economy and social relations.,Sven Beckert,Fashion Manners and Customs,fashion-manners-and-customs,2016-12-17,2017-01-01,Vintage
