price,rank,weeks_on_list,title,rank_last_week,description,author,list_name,list_name_encoded,bestsellers_date,published_date,publisher
0.00,1,0,COOKING FOR JEFFREY,0,A collection of recipes for dishes the Barefoot Contessa makes for her husband.,Ina Garten,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Clarkson Potter
0.00,2,0,APPETITES,0,More recipes and commentary from the globe-trotting TV personality and former chef.,Anthony Bourdain with Laurie Woolever,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Ecco/HarperCollins
0.00,3,0,THUG KITCHEN,0,"More than 100 vegan recipes, including cornmeal waffles with strawberry syrup, from the creators of the popular, irreverent website.",the staff of Thug Kitchen,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Rodale
0.00,4,0,CRAVINGS,0,"The model and television personality's cooking tips and recipes for the definitely-not-diet foods she loves, like French toast casserole with salted Frosted Flakes.",Chrissy Teigen with Adeena Sussman,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Clarkson Potter
0.00,5,0,THE WHOLE30 COOKBOOK,0,"Recipes for the Whole30 program of nonprocessed whole foods and no grains, dairy or sugar.",Melissa Hartwig,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,6,0,SKINNYTASTE FAST AND SLOW,0,"Recipes, including vegetarian and gluten-free, for fast meals and for slow-cookers by a blogger and a dietitian.",Gina Homolka with Heather K Jones,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Clarkson Potter
0.00,7,0,THE WHOLE30,0,An overview of a 30-day guide to better health and weight loss.,Melissa Hartwig and Dallas Hartwig,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,8,0,THE LOSE YOUR BELLY DIET,0,"The doctor and talk-show host promotes an eating plan that includes improving ""gut health.""",Travis Stork,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Ghost Mountain
0.00,9,0,THE FOOD LAB,0,Understanding the science of cooking in order to prepare better everyday dishes at home. Includes hundreds of recipes.,J Kenji Lopez-Alt,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Norton
0.00,10,0,ALTON BROWN:  EVERYDAYCOOK,0,"The chef's personal recipes, with references to the book's hardware, pantry, bar and methods sections.",Alton Brown,Food and Fitness,food-and-fitness,2016-12-17,2017-01-01,Ballantine
0.00,1,0,STRESS RELIEF COLORING BOOK,0,"Forty-eight garden designs, animals and paisley patterns, for every skill level.",the Adult Coloring Book Designs staff,Games and Activities,games-and-activities,2016-12-17,2017-01-01,Adult Coloring Book Designs/Twiggler
0.00,2,0,THE LEGO IDEAS BOOK,0,Over 500 ideas for imaginative construction with Lego blocks.,Daniel Lipkowitz,Games and Activities,games-and-activities,2016-12-17,2017-01-01,DK Publishing
0.00,3,0,HARRY POTTER COLORING BOOK,0,"Heraldry, creatures, wizards, props and scenes fill pages of widely varying complexity for all ages.",various illustrators,Games and Activities,games-and-activities,2016-12-17,2017-01-01,Scholastic
0.00,4,0,PLAYER'S HANDBOOK,0,"A reference for Dungeons & Dragons role players includes rules for character creation and advancement, backgrounds and skills, equipment and spells.",Wizards RPG Team,Games and Activities,games-and-activities,2016-12-17,2017-01-01,Wizards of the Coast
0.00,5,0,SECRET GARDEN,0,"An adult coloring book with hidden creatures, a key and index.",Johanna Basford,Games and Activities,games-and-activities,2016-12-17,2017-01-01,Laurence King
0.00,6,0,ENCHANTED FOREST,0,"An adult coloring book with hidden objects to detect, symbols to decipher and a surprise destination.",Johanna Basford,Games and Activities,games-and-activities,2016-12-17,2017-01-01,Laurence King
0.00,7,0,LOST OCEAN,0,"Secret shoals, reefs and shipwrecks with pirate treasure for adults to color.",Johanna Basford,Games and Activities,games-and-activities,2016-12-17,2017-01-01,Penguin
0.00,8,0,MONSTER MANUAL,0,A horde of classic Dungeons & Dragons creatures.,Wizards RPG Team,Games and Activities,games-and-activities,2016-12-17,2017-01-01,Wizards of the Coast
0.00,9,0,CREATIVE HAVEN DAZZLING DOGS COLORING BOOK,0,For dog lovers and colorists.,Marjorie Sarnat,Games and Activities,games-and-activities,2016-12-17,2017-01-01,Dover
0.00,10,0,DOCTOR WHO COLORING BOOK,0,"Planets, galaxies, heroes and villains, and the Doctor, the TARDIS and the time vortex; 96 pages for adult coloring.","illlustrated  James Newman Gray, Lee Teng Chew and Jan Smith",Games and Activities,games-and-activities,2016-12-17,2017-01-01,Price Stern Sloan/Penguin
0.00,1,0,WHEN BREATH BECOMES AIR,0,A memoir by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.,Paul Kalanithi,Health,health,2016-12-17,2017-01-01,Random House
0.00,2,0,THE SUBTLE ART OF NOT GIVING A F*CK,0,A blogger argues that we should stop striving to be positive at all times and instead become better at handling adversity.,Mark Manson,Health,health,2016-12-17,2017-01-01,HarperOne/HarperCollins
0.00,3,0,THE WHOLE30 COOKBOOK,0,"Recipes for the Whole30 program of nonprocessed whole foods and no grains, dairy or sugar.",Melissa Hartwig,Health,health,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,4,0,THE LOSE YOUR BELLY DIET,0,"The doctor and talk-show host promotes an eating plan that includes improving ""gut health.""",Travis Stork,Health,health,2016-12-17,2017-01-01,Ghost Mountain
0.00,5,0,THE GENE,0,An overview of the history and science of genetics by the Pulitzer Prize-winning author of “The Emperor of All Maladies.”,Siddhartha Mukherjee,Health,health,2016-12-17,2017-01-01,Scribner
0.00,6,0,MEDICAL MEDIUM LIFE-CHANGING FOODS,0,"Unconventional advice about 50 foods, the symptoms and conditions they can help relieve, and recipes.",Anthony William,Health,health,2016-12-17,2017-01-01,Hay House
0.00,7,0,GREEN SMOOTHIES FOR LIFE,0,A 30-day plan for weight loss that includes recipes for meals and special treats.,J J Smith,Health,health,2016-12-17,2017-01-01,Atria
0.00,8,0,THE ZERO SUGAR DIET,0,A 14-day plan for cutting out all sugar and using protein and fiber to slow the absorption of carbohydrates.,David Zinczenko with Stephen Perrine,Health,health,2016-12-17,2017-01-01,Ballantine
0.00,9,0,10-DAY GREEN SMOOTHIE CLEANSE,0,Beverages of combined leafy greens and fruits are the basis for a weight loss and health plan.,J J Smith,Health,health,2016-12-17,2017-01-01,Atria
0.00,10,0,BEING MORTAL,0,The surgeon and New Yorker writer considers how doctors fail patients at the end of life and how they can do better.,Atul Gawande,Health,health,2016-12-17,2017-01-01,Metropolitan/Holt
0.00,1,0,TALKING AS FAST AS I CAN,0,Essays by the star of “Gilmore Girls” (both the original and the mini-series) and “Parenthood.”,Lauren Graham,Humor,humor,2016-12-17,2017-01-01,Random House
0.00,2,0,BORN A CRIME,0,"A memoir about growing up in South Africa by the comedian, now the host of “The Daily Show,” who was born into an illegal interracial relationship.",Trevor Noah,Humor,humor,2016-12-17,2017-01-01,Spiegel & Grau
0.00,3,0,THE DAILY SHOW (THE BOOK),0,"An oral history of the show, based on extensive interviews with Jon Stewart and others.",Chris Smith,Humor,humor,2016-12-17,2017-01-01,Grand Central
0.00,4,0,THE GIRL WITH THE LOWER BACK TATTOO,0,"Humorous personal essays by the comedian, actor and writer.",Amy Schumer,Humor,humor,2016-12-17,2017-01-01,Gallery Books
0.00,5,0,SCRAPPY LITTLE NOBODY,0,Autobiographical essays by the young actress.,Anna Kendrick,Humor,humor,2016-12-17,2017-01-01,Touchstone
0.00,6,0,SUPERFICIAL,0,"The further adventures of the TV producer (""Watch What Happens: Live"" and the ""Real Housewives"" franchise) and personality.",Andy Cohen,Humor,humor,2016-12-17,2017-01-01,Holt
0.00,7,0,WISHFUL DRINKING,0,A memoir based on Fisher’s one-woman autobiographical show. Originally published in 2008.,Carrie Fisher,Humor,humor,2016-12-17,2017-01-01,Simon & Schuster
0.00,8,0,GO THE -- TO SLEEP,0,A children's book parody for tired parents. Originally published in 2011.,Adam Mansbach,Humor,humor,2016-12-17,2017-01-01,Akashic
0.00,9,0,WHY NOT ME?,0,"More personal essays from the comedian and actress, the creator of ""The Mindy Project.""",Mindy Kaling,Humor,humor,2016-12-17,2017-01-01,Crown Archetype
0.00,10,0,KATHY GRIFFIN'S CELEBRITY RUN-INS,0,"From Woody Allen to Warren Zevon, an alphabetical list (with anecdotes) of the celebrities Griffin has met during her years in show business.",Kathy Griffin,Humor,humor,2016-12-17,2017-01-01,Flatiron
0.00,1,0,THE UNDOING PROJECT,0,How the psychologists Daniel Kahneman and Amos Tversky upended assumptions about the decision-making process and invented the field of behavioral economics. Their close friendship and porous collaboration style became one of the greatest partnerships in the history of science.,Michael Lewis,Relationships,relationships,2016-12-17,2017-01-01,Norton
0.00,2,0,THE FIVE LOVE LANGUAGES,0,"How to communicate love with quality time, affirmative words, gifts, acts of service, and physical touch. Originally published in 1992.",Gary Chapman,Relationships,relationships,2016-12-17,2017-01-01,Northfield
0.00,3,0,UNINVITED,0,"The author examines the roots of rejection and its ability to poison relationships, including one’s relationship with God.",Lysa TerKeurst,Relationships,relationships,2016-12-17,2017-01-01,Thomas Nelson
0.00,4,0,DARING GREATLY,0,"How the courage to be vulnerable transforms the way we live, love, parent and lead. Originally published in 2012.",Brené Brown,Relationships,relationships,2016-12-17,2017-01-01,Avery
0.00,5,0,WHY NOT ME?,0,"More personal essays from the comedian and actress, the creator and star of ""The Mindy Project.""",Mindy Kaling,Relationships,relationships,2016-12-17,2017-01-01,Crown Archetype
0.00,6,0,LOVE WARRIOR,0,"After her husband confesses to multiple infidelities, a woman struggles to grow — and so does he.",Glennon Doyle Melton,Relationships,relationships,2016-12-17,2017-01-01,Flatiron
0.00,7,0,MODERN ROMANCE,0,The comedian enlists a sociologist to help him understand today’s dating scene.,Aziz Ansari with Eric Klinenberg,Relationships,relationships,2016-12-17,2017-01-01,Penguin
0.00,8,0,BAD FEMINIST,0,"A collection of essays on race, gender, politics and ""Sweet Valley High.""",Roxane Gay,Relationships,relationships,2016-12-17,2017-01-01,Harper Perennial/HarperCollins
0.00,9,0,TRIBE,0,"How modern society’s loss of the sense of belonging — now achieved mostly in the military and in disasters — has led to income inequality, incivility and mental disorders like PTSD.",Sebastian Junger,Relationships,relationships,2016-12-17,2017-01-01,Twelve
0.00,10,0,MEN EXPLAIN THINGS TO ME,0,Feminist essays.,Rebecca Solnit,Relationships,relationships,2016-12-17,2017-01-01,Haymarket
0.00,1,0,GO THE -- TO SLEEP,0,A children's book parody for tired parents. Originally published in 2011.,Adam Mansbach,Family,family,2016-12-17,2017-01-01,Akashic
0.00,2,0,WHAT TO EXPECT WHEN YOU'RE EXPECTING,0,Advice for parents-to-be. Originally published in 1984.,Heidi Murkoff and Sharon Mazel,Family,family,2016-12-17,2017-01-01,Workman
0.00,3,0,LOVE WARRIOR,0,"After her husband confesses to multiple infidelities, a woman who has overcome bulimia and alcoholism struggles to grow — and so does he.",Glennon Doyle Melton,Family,family,2016-12-17,2017-01-01,Flatiron
0.00,4,0,LUCKY BASTARD,0,"The sportscaster describes what it was like to forge his own career in the shadow of his beloved broadcasting father (who was also his best friend), Jack Buck.",Joe Buck,Family,family,2016-12-17,2017-01-01,Dutton
0.00,5,0,GOODNIGHT DARTH VADER,0,Dad Darth tries to coax young Luke and Leia to sleep with a bedtime story.,Jeffrey Brown,Family,family,2016-12-17,2017-01-01,Chronicle
0.00,6,0,THE 36-HOUR DAY,0,"A family guide to caring for people who have Alzheimer's disease, related dementias and memory loss.",Nancy L Mace and Peter V Rabins,Family,family,2016-12-17,2017-01-01,Grand Central Life & Style
0.00,7,0,DARTH VADER AND SON,0,"In this comic reimagining, the Dark Lord of the Sith is just like any other dad.",Jeffrey Brown,Family,family,2016-12-17,2017-01-01,Chronicle
0.00,8,0,H IS FOR HAWK,0,"Overwhelmed by her father’s death, a British woman decides to raise a goshawk, a bird that is fierce and notoriously difficult to tame.",Helen Macdonald,Family,family,2016-12-17,2017-01-01,Grove
0.00,9,0,"MOTHER, CAN YOU NOT?",0,"Essays about life with an over-involved parent, based on the Instagram account @CrazyJewishMom.",Kate Siegel,Family,family,2016-12-17,2017-01-01,Crown/Archetype
0.00,10,0,GIRLS AND SEX,0,Interviews with more than 70 teenagers shed light on their experience of sexuality.,Peggy Orenstein,Family,family,2016-12-17,2017-01-01,Harper
0.00,1,0,KILLING THE RISING SUN,0,The host of “The O’Reilly Factor” recounts the final years of World War II.,Bill O'Reilly and Martin Dugard,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,Holt
0.00,2,0,HILLBILLY ELEGY,0,A Yale Law School graduate looks at the struggles of America’s white working class through his own childhood in the Rust Belt.,J.D. Vance,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,HarperCollins
0.00,3,0,SETTLE FOR MORE,0,"The anchor of Fox News’s “The Kelly File” discusses why she left a succesful career as a lawyer, the value of hard work, the personal and professional challenges she has faced.",Megyn Kelly,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,Harper/HarperCollins
0.00,4,0,THANK YOU FOR BEING LATE,0,"How the accelerating pace of technology, globalization and climate change are reshaping the world, and what we can do about it.",Thomas L Friedman,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,"Farrar, Straus & Giroux"
0.00,5,0,ALL THE GALLANT MEN,0,An eyewitness account of Pearl Harbor by a 94-year-old veteran.,Donald Stratton with Ken Gire,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,Morrow
0.00,6,0,OUR REVOLUTION,0,The Vermont senator and former candidate for the Democratic nomination for president delivers his message of social and economic justice.,Bernie Sanders,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,Thomas Dunne/St. Martin’s
0.00,7,0,BETWEEN THE WORLD AND ME,0,"A meditation on race in America as well as a personal  story by the national correspondent of The Atlantic, framed as a letter to his teenage son.",Ta-Nehisi Coates,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,Spiegel & Grau
0.00,8,0,WHITE TRASH,0,The role of the white poor in American history.,Nancy Isenberg,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,Viking
0.00,9,0,THE NEW JIM CROW,0,A law professor takes aim at the “war on drugs” and its impact on black men. Originally published in 2010.,Michelle Alexander,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,New Press
0.00,10,0,JUST MERCY,0,A law professor and MacArthur grant recipient’s memoir of his decades  of work to free innocent people condemned to death.,Bryan Stevenson,Hardcover Political Books,hardcover-political-books,2016-12-17,2017-01-01,Spiegel & Grau
0.00,1,0,BORN A CRIME,0,"A memoir about growing up in South Africa by the comedian, now the host of “The Daily Show,” whose birth was the result of an illegal (under apartheid) relationship between a white Swiss father and a black Xhosa mother.",Trevor Noah,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,Spiegel & Grau
0.00,2,0,HIDDEN FIGURES,0,"The story, based in part on interviews, of the black women mathematicians who were hired as “computers” by the precursor of NASA during World War II. The basis of the forthcoming movie.",Margot Lee Shetterly,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,HarperCollins
0.00,3,0,BETWEEN THE WORLD AND ME,0,"A meditation on race in America as well as a personal story by the national correspondent of The Atlantic, framed as a letter to his teenage son. Winner of the National Book Award.",Ta-Nehisi Coates,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,Spiegel & Grau
0.00,4,0,THE NEW JIM CROW,0,A law professor takes aim at the “war on drugs” and its impact on black men.,Michelle Alexander,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,New Press
0.00,5,0,JUST MERCY,0,A law professor and MacArthur grant recipient's memoir of his decades of work to free innocent people condemned to death.,Bryan Stevenson,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,Spiegel & Grau
0.00,6,0,MARCH TRILOGY,0,All three volumes of Representative John Lewis's memoir of the civil rights movement are collected here.,John Lewis and Andrew Aydin,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,Top Shelf Productions
0.00,7,0,MARCH: BOOK ONE,0,Representative John Lewis of Georgia describes his childhood and the beginning of his involvement in the civil rights movement. The first volume of a trilogy.,John Lewis and Andrew Aydin,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,Top Shelf Productions
0.00,8,0,MISADVENTURES OF AWKWARD BLACK GIRL,0,Humorous essays on what it is like to be awkward in a world that glorifies cool.,Issa Rae,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,Atria / 37 INK
0.00,9,0,YOU CAN'T TOUCH MY HAIR,0,"Essays by a stand-up comic on topics like race, gender, dating and feminism.",Phoebe Robinson,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,Penguin
0.00,10,0,STAMPED FROM THE BEGINNING,0,The Definitive History of Racist Ideas in America.,Ibram X Kendi,Race and Civil Rights,race-and-civil-rights,2016-12-17,2017-01-01,Nation
0.00,1,0,SHAKEN,0,The Heisman Trophy winner writes about overcoming obstacles.,Tim Tebow,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Waterbrook
0.00,2,0,THE BOOK OF JOY,0,A discussion between two spiritual leaders about how to find joy in the face of suffering.,the Dalai Lama and Desmond Tutu with Douglas Abrams,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Avery
0.00,3,0,"THINK BETTER, LIVE BETTER",0,A strategy for reprogramming your mind so that you can reach new levels of achievement and purpose.,Joel Osteen,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Faith Words
0.00,4,0,THE FOUR AGREEMENTS,0,"A guide to conduct, spiritual freedom and a life with fewer limitations, by a Mexican healer. Originally published in 2000.",Don Miguel Ruiz,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Amber-Allen
0.00,5,0,UNINVITED,0,"The author examines the roots of rejection and how it can poison relationships, including one’s relationship with God.",Lysa TerKeurst,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Thomas Nelson
0.00,6,0,THE BROKEN WAY,0,How to soothe an aching heart or broken spirit through Christian faith.,Ann Voskamp,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Zondervan
0.00,7,0,THE BOOK OF MYSTERIES,0,"The journey of a traveler and a spiritual teacher through a series of mysteries, which are also applied to daily challenges.",Jonathan Cahn,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Frontline
0.00,8,0,PRESENT OVER PERFECT,0,"A woman’s path from ""burned out on busy"" to a life of grace, love, rest and play.",Shauna Niequist,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Zondervan
0.00,9,0,THE POWER OF NOW,0,A guide to personal growth and spiritual enlightenment. Originally published in 2002.,Eckhart Tolle,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,New World Library
0.00,10,0,THE AMERICAN MIRACLE,0,An argument for divine providence in American history.,Michael Medved,Religion Spirituality and Faith,religion-spirituality-and-faith,2016-12-17,2017-01-01,Crown Forum
0.00,1,0,THE UNDOING PROJECT,0,,Michael Lewis,Science,science,2016-12-17,2017-01-01,Norton
0.00,2,0,WHEN BREATH BECOMES AIR,1,,Paul Kalanithi,Science,science,2016-12-17,2017-01-01,Random House
0.00,3,0,HIDDEN FIGURES,0,,Margot Lee Shetterly,Science,science,2016-12-17,2017-01-01,HarperCollins
0.00,4,0,THE HIDDEN LIFE OF TREES,2,,Peter Wohlleben,Science,science,2016-12-17,2017-01-01,Greystone
0.00,5,0,WHAT IF?,8,,Randall Munroe,Science,science,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,6,0,"THINKING, FAST AND SLOW",4,,Daniel Kahneman,Science,science,2016-12-17,2017-01-01,"Farrar, Straus & Giroux"
0.00,7,0,THE GENE,0,,Siddhartha Mukherjee,Science,science,2016-12-17,2017-01-01,Scribner
0.00,8,0,SAPIENS,3,,Yuval Noah Harari,Science,science,2016-12-17,2017-01-01,Harper
0.00,9,0,LAB GIRL,0,,Hope Jahren,Science,science,2016-12-17,2017-01-01,Knopf
0.00,10,0,THING EXPLAINER,0,,Randall Munroe,Science,science,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,11,0,THE POWER OF HABIT,0,,Charles Duhigg,Science,science,2016-12-17,2017-01-01,Random House
0.00,12,0,QUIET,0,,Susan Cain,Science,science,2016-12-17,2017-01-01,Broadway
0.00,13,0,BEING MORTAL,0,,Atul Gawande,Science,science,2016-12-17,2017-01-01,Metropolitan/Holt
0.00,14,0,WELCOME TO THE UNIVERSE,0,,"Neil deGrasse Tyson, Michael A Strauss and J Richard Gott",Science,science,2016-12-17,2017-01-01,Princeton University Press
0.00,15,0,ELON MUSK,0,,Ashlee Vance,Science,science,2016-12-17,2017-01-01,Ecco/HarperCollins
0.00,16,0,CASE AGAINST SUGAR,0,,Gary Taubes,Science,science,2016-12-17,2017-01-01,Knopf
0.00,17,0,RISE OF THE ROCKET GIRLS,0,,Nathalia Holt,Science,science,2016-12-17,2017-01-01,"Little, Brown"
0.00,18,0,SEVEN BRIEF LESSONS ON PHYSICS,0,,Carlo Rovelli,Science,science,2016-12-17,2017-01-01,Riverhead
0.00,19,0,HOW TO READ WATER,0,,Tristan Gooley,Science,science,2016-12-17,2017-01-01,The Experiment
0.00,20,0,THE INVENTION OF NATURE,0,,Andrea Wulf,Science,science,2016-12-17,2017-01-01,Vintage
0.00,1,0,SHAKEN,0,,Tim Tebow,Sports,sports,2016-12-17,2017-01-01,Waterbrook
0.00,2,0,SHOE DOG,0,,Phil Knight,Sports,sports,2016-12-17,2017-01-01,Scribner
0.00,3,0,A LIFE WELL PLAYED,0,,Arnold Palmer,Sports,sports,2016-12-17,2017-01-01,St. Martin's
0.00,4,0,THE BOYS IN THE BOAT,0,,Daniel James Brown,Sports,sports,2016-12-17,2017-01-01,Penguin
0.00,5,0,COURAGE TO SOAR,0,,Simone Biles with Michelle Burford,Sports,sports,2016-12-17,2017-01-01,Zondervan
0.00,6,0,LUCKY BASTARD,0,,Joe Buck,Sports,sports,2016-12-17,2017-01-01,Dutton
0.00,7,0,RUN FAST. EAT SLOW,0,,Shalane Flanagan and Elyse Kopecky,Sports,sports,2016-12-17,2017-01-01,Rodale
0.00,8,0,LIVING OUT LOUD,0,,Craig Sager with Craig Sager II and Brian Curtis,Sports,sports,2016-12-17,2017-01-01,Flatiron
0.00,9,0,THE AMERICAN FISHERMAN,0,,Willie Robertson and William Doyle,Sports,sports,2016-12-17,2017-01-01,William Morrow
0.00,10,0,JEFF GORDON,0,,Joe Garner,Sports,sports,2016-12-17,2017-01-01,Jeff Gordon Inc.
0.00,11,0,2016 WORLD SERIES CHAMPIONS: THE CHICAGO CUBS,0,,the staff of Major League Baseball,Sports,sports,2016-12-17,2017-01-01,McClelland & Stewart
0.00,12,0,GUNSLINGER,0,,Jeff Pearlman,Sports,sports,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,13,0,BELICHICK AND BRADY,0,,Michael Holley,Sports,sports,2016-12-17,2017-01-01,Hachette
0.00,14,0,STRING THEORY,0,,David Foster Wallace,Sports,sports,2016-12-17,2017-01-01,Library of America
0.00,15,0,BARBARIAN DAYS,0,,William Finnegan,Sports,sports,2016-12-17,2017-01-01,Penguin
0.00,16,0,SPORTS ILLUSTRATED COLLEGE FOOTBALL'S GREATEST,0,,the editors of Sports,Sports,sports,2016-12-17,2017-01-01,Time Inc. Books
0.00,17,0,THE EIGHTY-DOLLAR CHAMPION,0,,Elizabeth Letts,Sports,sports,2016-12-17,2017-01-01,Ballantine
0.00,18,0,QB,0,,Steve Young with Jeff Benedict,Sports,sports,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,19,0,STRONG IS THE NEW BEAUTIFUL,0,,Lindsey Vonn with Sarah Toland,Sports,sports,2016-12-17,2017-01-01,Dey Street
0.00,20,0,99,0,,Wayne Gretzky with Kirstie McLellan Day,Sports,sports,2016-12-17,2017-01-01,Putnam
0.00,1,0,ATLAS OBSCURA,0,"A richly documented ultimate explorer's guide to more than 700 hidden marvels, events and curiosities around the world.","Joshua Foer, Dylan Thuras and Ella Morton",Travel,travel,2016-12-17,2017-01-01,Workman
0.00,2,0,HUMANS OF NEW YORK: STORIES,0,"More photographs, this time accompanied by interviews, from the creator of the blog and the book “Humans of New York.”",Brandon Stanton,Travel,travel,2016-12-17,2017-01-01,St. Martin's
0.00,3,0,THE ROAD TO LITTLE DRIBBLING,0,"An American expatriate travels around his adopted country, Britain.",Bill Bryson,Travel,travel,2016-12-17,2017-01-01,Anchor
0.00,4,0,HUMANS OF NEW YORK,0,"Four hundred color photos of New Yorkers, with brief commentary. Originally published in 2013.",Brandon Stanton,Travel,travel,2016-12-17,2017-01-01,St. Martin's
0.00,5,0,SULLY,0,A memoir by the pilot who made an emergency landing on the Hudson River in 2009. Originally published as “Highest Duty” in 2009. The basis for the 2016 movie.,Chesley B Sullenberger III with Jeffrey Zaslow,Travel,travel,2016-12-17,2017-01-01,Morrow/HarperCollins
0.00,6,0,DESTINATIONS OF A LIFETIME,0,A photographic tour of 225 global destinations.,the staff of National Geographic,Travel,travel,2016-12-17,2017-01-01,National Geographic Society
0.00,7,0,SPEAKING AMERICAN,0,The creator of the New York Times dialect quiz provides a guide to how words are pronounced in different parts of the country.,Josh Katz,Travel,travel,2016-12-17,2017-01-01,Houghton Mifflin Harcourt
0.00,8,0,WILD,0,"An account of the life-changing 1,100-mile solo hike along the Pacific Crest Trail in 1995. Originally published in 2012 and a 2014 movie.",Cheryl Strayed,Travel,travel,2016-12-17,2017-01-01,Knopf
0.00,9,0,LION,0,"The author was lost on a train in India at age 5, then adopted by a couple in Australia; he searched for and found his birth family as an adult. Originally published in 2014 as “A Long Way Home” and the basis for the 2016 movie.",Saroo Brierley,Travel,travel,2016-12-17,2017-01-01,NAL
0.00,10,0,NONSTOP METROPOLIS,0,Essays and 26 imaginative maps celebrate New York City.,Rebecca Solnit and Joshua Jelly-Schapiro,Travel,travel,2016-12-17,2017-01-01,University of California
0.00,1,9,IT STARTS WITH US,1,"In the sequel to “It Ends With Us,” Lily deals with her jealous ex-husband as she reconnects with her first boyfriend.",Colleen Hoover,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Atria
0.00,2,79,IT ENDS WITH US,2,A battered wife raised in a violent home attempts to halt the cycle of abuse.,Colleen Hoover,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Atria
0.00,3,6,LESSONS IN CHEMISTRY,3,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,Bonnie Garmus,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Doubleday
0.00,4,54,VERITY,4,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.,Colleen Hoover,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Grand Central
0.00,5,9,THE BOYS FROM BILOXI,5,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",John Grisham,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Doubleday
0.00,6,15,FAIRY TALE,7,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,Stephen King,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Scribner
0.00,7,191,WHERE THE CRAWDADS SING,9,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",Delia Owens,Combined Print and E-Book Fiction,combined-print-and-e-book-fiction,2022-12-17,2023-01-01,Putnam
